0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730,479.730
610.768,610.768,610.768,610.768,610.768,610.768,610.768,610.768,610.768,610.768,610.768,609.640,609.640,609.640,609.640,609.640,609.640,609.640,587.967,587.967,587.967,532.518,532.518,532.518,532.518,532.518,532.518,532.518,532.518,532.518
534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927,534.927
876.040,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160,774.160
1018.020,1018.020,1018.020,1018.020,1018.020,1018.020,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600,880.600
880.189,880.189,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370,614.370
871.210,871.210,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700,750.700
763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140,763.140
890.260,846.440,846.440,831.290,809.710,809.710,809.710,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850,773.850
187.618,187.618,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240,180.240
140.620,140.620,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590,116.590
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000
