"iter1",-232.558,2.000
"iter2",-232.558,2.000
"iter3",-232.558,2.000
"iter4",-232.558,2.000
"iter5",-232.558,2.000
"iter6",-232.558,2.000
"iter7",-232.558,2.000
"iter8",-232.558,2.000
"iter9",-232.558,2.000
"iter10",-232.558,2.000
"iter11",-232.558,2.000
"iter12",-232.558,2.000
"iter13",-232.558,2.000
"iter14",-232.558,2.000
"iter15",-232.558,2.000
"iter16",-232.558,2.000
"iter17",-232.558,2.000
"iter18",-232.558,2.000
"iter19",-232.558,2.000
"iter20",-232.558,2.000
"iter21",-232.558,2.000
"iter22",-232.558,3.000
"iter23",-232.558,2.000
"iter24",-232.558,2.000
"iter25",-232.558,2.000
"iter26",-232.558,2.000
"iter27",-232.558,2.000
"iter28",-232.558,2.000
"iter29",-232.558,2.000
"iter30",-232.558,1.000
